"","ID","Date","Price","Location"
"598","587499","2/22/2013","51000","Quarter: SW/4 Section: 16 Township: 35 Range: 16"
"599","587627","2/27/2013","52500","Quarter: SW/4 Section: 11 Township: 36 Range: 16"
"600","587691","3/7/2013","260000","Quarter: NW/4 Section: 30 Township: 36 Range: 15 Subdiv..."
"601","587702","3/8/2013","197000","Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"602","587704","3/8/2013","155000","Quarter: SE/4 Section: 10 Township: 37 Range: 15 Subdiv..."
"603","587707","2/22/2013","192000","Quarter: NE/4 Section: 29 Township: 37 Range: 16"
"604","587747","3/8/2013","135000","Quarter: NE/4 Section: 33 Township: 37 Range: 14 Subdiv..."
"605","587838","3/14/2013","50000","Sixteenth: SE/4 Quarter: NW/4 Section: 16 Township: 35 R..."
"606","587962","3/1/2013","125000","Section: 24 Township: 36 Range: 16 Subdivision: MONTEZU..."
"607","588168","4/1/2013","318500","Section: 19 Township: 36 Range: 15 Subdivision: FAIRWAY..."
"608","588168","4/1/2013","318500","Section: 19 Township: 36 Range: 15 Subdivision: FAIRWAY..."
"609","588168","4/1/2013","318500","Section: 19 Township: 36 Range: 15 Subdivision: FAIRWAY..."
"610","588168","4/1/2013","318500","Section: 19 Township: 36 Range: 15 Subdivision: FAIRWAY..."
"611","588224","4/4/2013","175000","Section: 7 Township: 35 Range: 16"
"612","588241","4/5/2013","21000","Section: 1 Township: 37 Range: 13 Subdivision: SPRING C..."
"613","588340","4/4/2013","160000","Section: 6 Township: 38 Range: 12"
"614","588387","4/12/2013","135000","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"615","588405","9/21/2012","153030","Section: 1 Township: 37 Range: 17"
"616","588407","4/12/2013","50000","Section: 6 Township: 37 Range: 16 Subdivision: SUNNYSID..."
"617","588466","4/11/2013","125000","Quarter: SW/4 Section: 16 Township: 35 Range: 16"
"618","588480","4/11/2013","140000","Quarter: SW/4 Section: 16 Township: 35 Range: 16"
"619","588512","4/19/2013","225000","Quarter: NW/4 Section: 28 Township: 37 Range: 14 Subdiv..."
"620","588603","4/22/2013","40000","Quarter: NW/4 Section: 28 Township: 36 Range: 13 Subdiv..."
"621","588625","4/26/2013","150000","0 Subdivision: D H LEMMONS TOWNSITE Block: 7 Lot: 15 THR..."
"622","588628","4/26/2013","15000","0 Subdivision: D H LEMMONS TOWNSITE Block: 7 Lot: 15 THR..."
"623","588677","4/26/2013","394000","Section: 3 Township: 35 Range: 14 Subdivision: MUDD CRE..."
"624","588682","4/29/2013","207000","Quarter: SW/4 Section: 24 Township: 37 Range: 17"
"625","588682","4/29/2013","207000","Quarter: SW/4 Section: 24 Township: 37 Range: 17"
"626","588682","4/29/2013","207000","Quarter: SW/4 Section: 24 Township: 37 Range: 17"
"627","588682","4/29/2013","207000","Quarter: SW/4 Section: 24 Township: 37 Range: 17"
"628","588698","3/19/2013","135000","Section: 1 Township: 36 Range: 16 Subdivision: VANIK MI..."
"629","588726","5/1/2013","128000","Quarter: SW/4 Section: 10 Township: 37 Range: 15 Subdiv..."
"630","588801","5/6/2013","72000","Quarter: NW/4 Section: 32 Township: 35 Range: 16"
"631","588837","5/7/2013","35000","Quarter: NW/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"632","588868","5/10/2013","113800","Quarter: SW/4 Section: 18 Township: 36 Range: 15 Subdiv..."
"633","588869","5/10/2013","227500","Quarter: SW/4 Section: 18 Township: 36 Range: 15 Subdiv..."
"634","588874","5/10/2013","200000","Quarter: NE/4 Section: 11 Township: 36 Range: 14"
"635","588874","5/10/2013","200000","Quarter: NE/4 Section: 11 Township: 36 Range: 14"
"636","588874","5/10/2013","200000","Quarter: NE/4 Section: 11 Township: 36 Range: 14"
"637","588874","5/10/2013","200000","Quarter: NE/4 Section: 11 Township: 36 Range: 14"
"638","588898","5/7/2013","320000","Section: 6 Township: 38 Range: 12"
"639","588911","3/18/2013","359500","Quarter: NW/4 Section: 10 Township: 36 Range: 15 Subdiv..."
"640","588912","4/18/2013","359500","Quarter: NW/4 Section: 10 Township: 36 Range: 15 Subdiv..."
"641","588925","5/9/2013","200000","Sixteenth: W/2 Quarter: NW/4 Section: 16 Township: 36 Ra..."
"642","589010","5/17/2013","160000","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"643","589019","5/20/2013","125000","Quarter: NW/4 Section: 25 Township: 35 Range: 16 Subdiv..."
"644","589136","4/12/2013","149900","Quarter: NW/4 Section: 26 Township: 37 Range: 15"
"645","589161","5/22/2013","185000","Quarter: NW/4 Section: 31 Township: 36 Range: 13"
"646","589194","5/29/2013","267000","Quarter: NW/4 Section: 34 Township: 36 Range: 18"
"647","589228","5/30/2013","100000","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"648","589257","6/3/2013","250000","Section: 6 Township: 36 Range: 15"
"649","589314","6/3/2013","85000","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"650","589322","5/8/2013","145500","Quarter: SW/4 Section: 17 Township: 37 Range: 15"
"651","589353","6/5/2013","120000","Section: 26 Township: 36 Range: 16"
"652","589356","6/7/2013","395000","Sixteenth: SE/4 Quarter: NW/4 Section: 27 Township: 38 R..."
"653","589496","5/3/2013","132500","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"654","589527","6/17/2013","159000","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"655","589539","6/18/2013","130000","Quarter: NE/4 Section: 21 Township: 37 Range: 17 Subdiv..."
"656","589618","6/24/2013","25000","Quarter: NE/4 Section: 28 Township: 36 Range: 13"
"657","589629","6/5/2013","30000","Section: 28 Township: 36 Range: 13"
"658","589659","6/25/2013","244000","Quarter: NW/4 Section: 14 Township: 35 Range: 16"
"659","589702","6/24/2013","269000","Quarter: NW/4 Section: 32 Township: 37 Range: 16"
"660","589761","7/2/2013","173000","Section: 2 Township: 36 Range: 16 Subdivision: MONTEZUM..."
"661","589792","7/3/2013","152000","Sixteenth: SE/4 Quarter: SE/4 Section: 34 Township: 37 R..."
"662","589906","7/1/2013","136500","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"663","590080","7/19/2013","133000","Sixteenth: N/2 Quarter: NE/4 Section: 1 Township: 37 Ran..."
"664","590113","7/19/2013","153500","Quarter: SE/4 Section: 28 Township: 36 Range: 13"
"665","590242","7/29/2013","185000","Quarter: SE/4 Section: 31 Township: 37 Range: 15"
"666","590317","7/31/2013","219000","Section: 5 Township: 36 Range: 15"
"667","590319","7/31/2013","215000","Sixteenth: SW Quarter: SW/4 Section: 18 Township: 36 Ran..."
"668","590363","8/2/2013","58900","Section: 8 Township: 36 Range: 14"
"669","590486","8/7/2013","90000","Section: 3 Township: 35 Range: 17"
"670","590548","8/7/2013","88500","Quarter: NE/4 Section: 36 Township: 36 Range: 16"
"671","590574","8/15/2013","200000","Quarter: SE/4 Section: 21 Township: 37 Range: 16"
"672","590583","8/16/2013","219000","Quarter: SE/4 Section: 36 Township: 37 Range: 17 Subdiv..."
"673","590592","8/14/2013","134000","Quarter: NE/4 Section: 30 Township: 37 Range: 16"
"674","590624","8/19/2013","162000","Sixteenth: NE Quarter: NE Section: 18 Township: 36 Range..."
"675","590642","8/17/2013","175000","Quarter: SE/4 Section: 10 Township: 37 Range: 15 Subdiv..."
"676","590653","8/20/2013","115000","Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"677","590820","8/29/2013","243000","Quarter: SW/4 Section: 21 Township: 36 Range: 13 Subdiv..."
"678","590822","8/29/2013","172000","Section: 5 Township: 36 Range: 15"
"679","590844","8/30/2013","138000","Quarter: SE/4 Section: 27 Township: 36 Range: 16 Subdiv..."
"680","590847","8/30/2013","145000","Section: 2 Township: 35 Range: 17"
"681","590855","8/28/2013","180000","Quarter: SE/4 Section: 17 Township: 36 Range: 15"
"682","590891","9/4/2013","30000","Section: 8 Township: 37 Range: 16 Subdivision: DAKOTAS ..."
"683","590910","9/5/2013","45000","Section: 2 Township: 36 Range: 16 Subdivision: LEBANON ..."
"684","590994","9/10/2013","310000","Quarter: NE/4 Section: 21 Township: 37 Range: 16"
"685","591075","9/16/2013","223000","Section: 1 Township: 36 Range: 14"
"686","591137","9/19/2013","131000","Quarter: SE/4 Section: 36 Township: 38 Range: 17"
"687","591169","9/20/2013","109700","Section: 1 Township: 35 Range: 14"
"688","591282","9/27/2013","230000","Section: 17 Township: 37 Range: 15 Subdivision: WILSON ..."
"689","591347","9/28/2013","129000","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"690","591354","9/30/2013","116500","Quarter: NW/4 Section: 16 Township: 35 Range: 16"
"691","591498","10/9/2013","76000","Quarter: SW/4 Section: 30 Township: 35 Range: 16"
"692","591521","10/15/2013","227500","Section: 16 Township: 36 Range: 15"
"693","591529","10/11/2013","52000","Section: 6 Township: 37 Range: 17"
"694","591546","10/1/2013","52500","Section: 26 Township: 36 Range: 16"
"695","591559","10/14/2013","412500","Quarter: NE/4 Section: 31 Township: 36 Range: 17"
"696","591608","10/14/2013","230000","Quarter: NE/4 Section: 12 Township: 36 Range: 13"
"697","591625","10/18/2013","80000","Quarter: NE/4 Section: 29 Township: 37 Range: 16"
"698","591804","10/31/2013","194000","Section: 6 Township: 38 Range: 12"
"699","591815","10/31/2013","90000","Section: 34 Township: 37 Range: 14 TR 168FTX240FT IN N..."
"700","591826","11/4/2013","165000","Quarter: NE/4 Section: 20 Township: 36 Range: 13"
"701","591910","11/8/2013","225000","Section: 8 Township: 36 Range: 13 Subdivision: OAKVIEW ..."
"702","592008","11/15/2013","230500","Quarter: NE/4 Section: 10 Township: 35 Range: 16 Subdiv..."
"703","592251","11/27/2013","44500","Quarter: SE/4 Section: 34 Township: 37 Range: 14"
"704","592328","12/6/2013","75000","Quarter: NW/4 Section: 11 Township: 38 Range: 18"
"705","592348","12/5/2013","190000","Section: 7 Township: 36 Range: 16"
"706","592410","12/13/2013","289500","Section: 6 Township: 36 Range: 15 Subdivision: SUNSET E..."
"707","592476","12/20/2013","150000","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"708","592481","12/18/2013","135000","Section: 9 Township: 36 Range: 15"
"709","592544","12/27/2013","139000","Section: 4 Township: 35 Range: 16 Subdivision: VALLEY V..."
"710","592547","12/17/2013","80000","Quarter: SE/4 Section: 24 Township: 38 Range: 18"
"711","592585","12/20/2013","180000","Quarter: SW/4 Section: 31 Township: 37 Range: 15 Subdiv..."
"712","592592","12/27/2013","295000","Quarter: SW/4 Section: 34 Township: 37 Range: 16 Subdiv..."
"713","592627","12/31/2013","155000","Quarter: NW/4 Section: 31 Township: 37 Range: 15 Subdiv..."
"714","592637","1/3/2014","94000","Quarter: NW/4 Section: 30 Township: 36 Range: 15"
"715","592734","1/7/2014","155000","Section: 8 Township: 36 Range: 16 Subdivision: R & R AC..."
"716","592737","1/10/2014","287500","Quarter: SW/4 Section: 31 Township: 37 Range: 16 Subdiv..."
"717","592803","1/12/2014","124900","Section: 2 Township: 35 Range: 14"
"718","592850","1/21/2014","324000","Quarter: NW/4 Section: 10 Township: 36 Range: 16 Subdiv..."
"719","592999","2/3/2014","150000","Quarter: SE/4 Section: 15 Township: 38 Range: 14 Subdiv..."
"720","593006","1/10/2014","3500","Quarter: SW/4 Section: 36 Township: 39 Range: 14"
"721","593011","1/31/2014","227000","Quarter: NE/4 Section: 10 Township: 35 Range: 16 Subdiv..."
"722","593139","2/6/2014","200000","Section: 6 Township: 38 Range: 17"
"723","593184","2/10/2014","168500","Section: 3 Township: 36 Range: 16"
"724","593196","2/14/2014","35000","Quarter: SW Section: 33 Township: 36 Range: 15 Subdivis..."
"725","593198","2/14/2014","331500","Quarter: SW/4 Section: 34 Township: 36 Range: 17"
"726","593222","2/18/2014","30000","Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"727","593229","2/18/2014","134000","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"728","593353","2/26/2014","90000","Quarter: NE/4 Section: 18 Township: 36 Range: 14"
"729","593371","2/27/2014","67500","Section: 17 Township: 37 Range: 15 Section: 18 Township:..."
"730","593382","2/28/2014","362500","Quarter: SW/4 Section: 24 Township: 36 Range: 14"
"731","593402","3/3/2014","4000","Quarter: NE/4 Section: 33 Township: 37 Range: 14 Subdiv..."
"732","593523","3/10/2014","25000","Quarter: NE/4 Section: 25 Township: 36 Range: 16"
"733","593631","3/17/2014","161000","Section: 8 Township: 37 Range: 16 Subdivision: CAROL EV..."
"734","593671","3/19/2014","185000","Section: 8 Township: 36 Range: 16"
"735","593718","3/26/2014","187500","Quarter: SE/4 Section: 29 Township: 38 Range: 16"
"736","593724","3/24/2014","34500","Section: 1 Township: 37 Range: 17"
"737","593876","4/3/2014","262000","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"738","593876","4/3/2014","262000","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"739","593876","4/3/2014","262000","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"740","593876","4/3/2014","262000","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"741","593943","4/9/2014","56000","Quarter: SW/4 Section: 14 Township: 36 Range: 16"
"742","593989","4/11/2014","56000","0 Subdivision: CHAMBERLINS ADDITION (THE) Block: 66 Lot:..."
"743","594019","4/15/2014","120000","Section: 7 Township: 38 Range: 17"
"744","594100","4/16/2014","150000","Quarter: NW/4 Section: 16 Township: 36 Range: 15"
"745","594129","4/18/2014","14000","Quarter: NE/4 Section: 34 Township: 36 Range: 16"
"746","594200","4/23/2014","182000","Quarter: NE/4 Section: 10 Township: 36 Range: 16"
"747","594234","4/28/2014","153500","Sixteenth: NE Quarter: NE Section: 21 Township: 37 Range..."
"748","594237","4/28/2014","196200","Quarter: SE/4 Section: 28 Township: 36 Range: 13"
"749","594239","4/20/2014","65000","Section: 13 Township: 36 Range: 17 Subdivision: FOURWIN..."
"750","594241","4/25/2014","244900","Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"751","594266","4/29/2014","182000","Quarter: NE/4 Section: 10 Township: 36 Range: 16"
"752","594271","4/30/2014","186400","Quarter: NE/4 Section: 28 Township: 36 Range: 14 Subdiv..."
"753","594312","5/1/2014","290000","Quarter: NW/4 Section: 30 Township: 37 Range: 16"
"754","594366","4/18/2014","50000","Sixteenth: SW Quarter: SW/4 Section: 18 Township: 36 Ran..."
"755","594386","4/30/2014","186400","Quarter: NE/4 Section: 28 Township: 36 Range: 14 Subdiv..."
"756","594412","5/5/2014","85000","0 Subdivision: J L FOUTZ ADDITION Block: 5 Lot: 5"
"757","594446","5/6/2014","130000","Section: 5 Township: 35 Range: 13"
"758","594583","5/20/2014","275000","Quarter: NE/4 Section: 13 Township: 36 Range: 14"
"759","594643","5/21/2014","213500","Quarter: NE/4 Section: 21 Township: 37 Range: 17 Subdiv..."
"760","594674","5/28/2014","340000","Section: 28 Township: 36 Range: 16"
"761","594696","5/29/2014","160000","Quarter: NE/4 Section: 21 Township: 37 Range: 16"
"762","594723","5/28/2014","136500","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"763","594749","6/3/2014","145000","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"764","594752","6/3/2014","250000","Section: 1 Township: 36 Range: 14"
"765","594760","6/2/2014","147500","Section: 6 Township: 37 Range: 16 Subdivision: SUNNYSID..."
"766","594772","5/30/2014","70000","Quarter: NW/4 Section: 14 Township: 35 Range: 16"
"767","594814","6/4/2014","349000","Quarter: NW/4 Section: 28 Township: 37 Range: 14 Subdiv..."
"768","594823","6/6/2014","67500","Quarter: NE/4 Section: 31 Township: 37 Range: 15"
"769","594833","5/27/2014","335000","Quarter: SW/4 Section: 21 Township: 36 Range: 13"
"770","594949","6/11/2014","193000","Quarter: SE/4 Section: 30 Township: 36 Range: 13"
"771","594996","9/24/2012","60000","Quarter: SW/4 Section: 10 Township: 37 Range: 15 Subdiv..."
"772","595039","6/20/2014","139000","Section: 6 Township: 37 Range: 16 Subdivision: OLD MINE..."
"773","595052","6/18/2014","88400","Section: 2 Township: 35 Range: 16"
"774","595066","6/23/2014","399000","Quarter: SW/4 Section: 35 Township: 37 Range: 14 Subdiv..."
"775","595115","6/23/2014","149900","Quarter: SE/4 Section: 36 Township: 36 Range: 16 Subdiv..."
"776","595141","6/25/2014","250000","Section: 9 Township: 36 Range: 16 Subdivision: TULAROSA..."
"777","595152","6/27/2014","110000","Section: 5 Township: 35 Range: 16"
"778","595182","6/27/2014","80000","Section: 26 Township: 36 Range: 16"
"779","595227","6/30/2014","138500","Quarter: NE/4 Section: 31 Township: 35 Range: 16 Subdiv..."
"780","595244","7/1/2014","115000","Quarter: SE/4 Section: 11 Township: 36 Range: 15 Subdiv..."
"781","595305","7/1/2014","136500","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"782","595356","7/9/2014","315000","Quarter: SE/4 Section: 19 Township: 37 Range: 15"
"783","595389","7/14/2014","75000","Section: 28 Township: 36 Range: 13 Subdivision: HERSHBE..."
"784","595427","7/16/2014","290000","Quarter: SW/4 Section: 16 Township: 37 Range: 15"
"785","595432","7/15/2014","245000","Section: 8 Township: 35 Range: 16 Subdivision: GOODWIN ..."
"786","595443","7/15/2014","500000","Quarter: NE/4 Section: 24 Township: 39 Range: 14"
"787","595460","6/20/2014","100000","Quarter: SE/4 Section: 17 Township: 37 Range: 15"
"788","595500","7/16/2014","390000","Section: 3 Township: 35 Range: 14 Subdivision: MUDD CRE..."
"789","595510","7/18/2014","93500","Section: 6 Township: 36 Range: 16"
"790","595571","7/22/2014","240000","Section: 17 Township: 37 Range: 15 Subdivision: WILSON ..."
"791","595674","7/25/2014","55000","Quarter: SE/4 Section: 11 Township: 36 Range: 14"
"792","595719","7/31/2014","115000","Section: 16 Township: 37 Range: 15"
"793","595743","8/1/2014","12500","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"794","595746","7/31/2014","290000","Section: 6 Township: 36 Range: 15"
"795","595862","8/8/2014","36000","Quarter: SE/4 Section: 33 Township: 39 Range: 17"
"796","595877","8/8/2014","130000","Quarter: NE/4 Section: 33 Township: 36 Range: 13"
"797","595920","8/8/2014","243900","Sixteenth: NE Quarter: NW/4 Section: 31 Township: 38 Ran..."
"798","595936","8/15/2014","60000","Quarter: NE/4 Section: 16 Township: 37 Range: 15"
"799","595939","8/15/2014","128200","Quarter: NE/4 Section: 19 Township: 37 Range: 16"
"800","595965","8/18/2014","175000","Quarter: SE/4 Section: 15 Township: 36 Range: 16"
"801","596113","8/28/2014","155000","Quarter: SE/4 Section: 18 Township: 37 Range: 16 Subdiv..."
"802","596227","9/4/2014","260000","Section: 3 Township: 36 Range: 14 Subdivision: SUMMIT L..."
"803","596244","9/8/2014","223000","Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"804","596277","9/9/2014","182000","Section: 5 Township: 36 Range: 15"
"805","596306","9/11/2014","292000","Section: 2 Township: 37 Range: 16 Subdivision: MCPHEE R..."
"806","596310","9/12/2014","50000","Quarter: NW/4 Section: 19 Township: 36 Range: 15 Subdiv..."
"807","596511","9/24/2014","360000","Section: 8 Township: 36 Range: 13 Subdivision: OAKVIEW ..."
"808","596593","9/26/2014","157000","Sixteenth: SE/4 Quarter: SE/4 Section: 34 Township: 37 R..."
"809","596602","9/30/2014","179000","Quarter: SE/4 Section: 10 Township: 37 Range: 15 Subdiv..."
"810","596645","10/1/2014","300000","Quarter: NW/4 Section: 22 Township: 36 Range: 13"
"811","596653","10/3/2014","215000","Quarter: SW Section: 33 Township: 36 Range: 15 Subdivis..."
"812","596721","10/8/2014","258000","Section: 8 Township: 36 Range: 16"
"813","596735","10/10/2014","240000","Subdivision: F R COFFINS ADDITION Lot: 22-24 Block: 16 B..."
"814","596791","10/14/2014","230000","Quarter: SW/4 Section: 30 Township: 37 Range: 15"
"815","596824","10/16/2014","23000","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"816","596925","10/24/2014","185000","Quarter: SW/4 Section: 12 Township: 36 Range: 14"
"817","596939","10/24/2014","279000","Sixteenth: NW Quarter: NE Section: 7 Township: 36 Range:..."
"818","596939","10/24/2014","279000","Quarter: NW Section: 7 Township: 36 Range: 15"
"819","596939","10/24/2014","279000","Sixteenth: NW Quarter: NE Section: 7 Township: 36 Range:..."
"820","596939","10/24/2014","279000","Quarter: NW Section: 7 Township: 36 Range: 15"
"821","596941","10/27/2014","185000","Section: 26 Township: 36 Range: 13"
"822","596968","10/27/2014","157000","Quarter: NW/4 Section: 15 Township: 37 Range: 16"
"823","596979","10/28/2014","102000","Section: 6 Township: 37 Range: 16 Subdivision: SUNNYSID..."
"824","597001","10/29/2014","136500","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"825","597030","10/23/2014","10400","Quarter: SW/4 Section: 13 Township: 36 Range: 17"
"826","597030","10/23/2014","10400","Section: 13 Township: 36 Range: 17"
"827","597030","10/23/2014","10400","Quarter: SW/4 Section: 13 Township: 36 Range: 17"
"828","597030","10/23/2014","10400","Section: 13 Township: 36 Range: 17"
"829","597097","11/3/2014","415000","Quarter: NW/4 Section: 32 Township: 37 Range: 13"
"830","597106","11/4/2014","125000","Quarter: NE/4 Section: 29 Township: 37 Range: 16"
"831","597110","11/3/2014","75000","Quarter: NE/4 Section: 33 Township: 38 Range: 16"
"832","597246","10/27/2014","3000","Section: 33 Township: 37 Range: 15"
"833","597320","11/10/2014","230000","Quarter: SW/4 Section: 17 Township: 38 Range: 17"
"834","597424","11/20/2014","229000","Quarter: SW/4 Section: 14 Township: 37 Range: 16"
"835","597447","11/20/2014","135300","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"836","597478","11/19/2014","230000","Quarter: NW/4 Section: 28 Township: 36 Range: 13 Subdiv..."
"837","597494","11/25/2014","200000","Section: 6 Township: 37 Range: 16 Subdivision: OLD MINE..."
"838","597646","12/3/2014","355000","Section: 2 Township: 36 Range: 16 Subdivision: MILDRED ..."
"839","597699","12/8/2014","149900","Quarter: NW/4 Section: 16 Township: 36 Range: 15"
"840","597738","12/9/2014","207500","Sixteenth: NE Quarter: NE Section: 18 Township: 36 Range..."
"841","597743","12/12/2014","30000","0 Subdivision: HIGHLAND TERRACE #2 Lot: 10"
"842","597743","12/12/2014","30000","0 Subdivision: HIGHLAND TERRACE #2 Lot: 11"
"843","597743","12/12/2014","30000","0 Subdivision: HIGHLAND TERRACE #2 Lot: 10"
"844","597743","12/12/2014","30000","0 Subdivision: HIGHLAND TERRACE #2 Lot: 11"
"845","597783","12/15/2014","200000","Quarter: NE/4 Section: 21 Township: 37 Range: 17 Subdiv..."
"846","597817","12/16/2014","470000","Quarter: SW/4 Section: 31 Township: 37 Range: 16 Subdiv..."
"847","597913","12/19/2014","240000","Section: 27 Township: 36 Range: 13 Quarter: NW/4 Section..."
"848","597930","12/19/2014","394000","Section: 11 Township: 37 Range: 16 Section: 2 Township: ..."
"849","597933","12/18/2014","231900","Section: 8 Township: 36 Range: 15"
"850","597962","12/24/2014","221500","Quarter: NE/4 Section: 11 Township: 37 Range: 16 Subdiv..."
"851","598019","1/2/2015","85000","Quarter: NW/4 Section: 30 Township: 36 Range: 15"
"852","598050","1/5/2015","175000","Quarter: SW/4 Section: 29 Township: 39 Range: 11"
"853","598130","1/9/2015","127000","Sixteenth: SE Quarter: SE Section: 3 Township: 35 Range:..."
"854","598163","1/12/2015","468000","Quarter: NW/4 Section: 16 Township: 36 Range: 15 Subdiv..."
"855","598216","1/13/2015","55000","Section: 1 Township: 35 Range: 16 Subdivision: MESA SKY..."
"856","598248","1/20/2015","135000","Quarter: NE/4 Section: 23 Township: 36 Range: 16"
"857","598292","1/22/2015","110000","Sixteenth: S2 Quarter: NE/4 Section: 31 Township: 35 Ran..."
"858","598292","1/22/2015","110000","Sixteenth: SE/4 Quarter: NE/4 Section: 31 Township: 35 R..."
"859","598292","1/22/2015","110000","Sixteenth: S2 Quarter: NE/4 Section: 31 Township: 35 Ran..."
"860","598292","1/22/2015","110000","Sixteenth: SE/4 Quarter: NE/4 Section: 31 Township: 35 R..."
"861","598294","1/22/2015","50000","Quarter: NE/4 Section: 31 Township: 35 Range: 16"
"862","598330","1/21/2015","105000","Quarter: NW/4 Section: 35 Township: 36 Range: 16"
"863","598361","1/23/2015","323000","Section: 2 Township: 36 Range: 16 Subdivision: LEBANON ..."
"864","598394","1/28/2015","253000","Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"865","598433","1/27/2015","5000","Quarter: NE/4 Section: 26 Township: 36 Range: 16"
"866","598434","1/30/2015","100000","Quarter: SE/4 Section: 27 Township: 36 Range: 16 Subdiv..."
"867","598436","1/29/2015","84800","Quarter: SE/4 Section: 22 Township: 36 Range: 16"
"868","598565","2/6/2015","257500","Quarter: NW/4 Section: 13 Township: 36 Range: 14"
"869","598572","1/29/2015","9200","Quarter: SW/4 Section: 20 Township: 36 Range: 15"
"870","598610","2/10/2015","207000","Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv..."
"871","598674","2/17/2015","102000","Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv..."
"872","598776","5/24/2015","78900","Subdivision: SMITH (CORTEZ) SUBDIVISION: SMITH (CORT..."
"873","598799","2/26/2015","110500","Quarter: NW/4 Section: 18 Township: 36 Range: 15"
"874","598801","2/26/2015","347461","Section: 19 Township: 36 Range: 15 Subdivision: FAIRWAY..."
"875","598873","3/2/2015","136500","Quarter: NW/4 Section: 25 Township: 36 Range: 16 Subdiv..."
"876","598935","3/6/2015","270000","Section: 28 Township: 36 Range: 14 Subdivision: CEDAR M..."
"877","599037","3/13/2015","207500","Section: 6 Township: 37 Range: 16 Subdivision: SUNNYSID..."
"878","599055","3/13/2015","73800","0 Subdivision: FLYING ROGUE RANCH Lot: 1"
"879","599119","3/19/2015","67500","Quarter: NE/4 Section: 34 Township: 36 Range: 16"
"880","599354","4/1/2015","207000","Section: 7 Township: 36 Range: 15"
"881","599373","4/1/2015","250000","Section: 36 Township: 37 Range: 16"
"882","599399","4/6/2015","250000","Quarter: NW/4 Section: 17 Township: 36 Range: 16"
"883","599504","4/13/2015","155000","Quarter: SW/4 Section: 14 Township: 37 Range: 16"
"884","599511","4/10/2015","118800","Quarter: SW/4 Section: 16 Township: 38 Range: 17"
"885","599511","4/10/2015","118800","Section: 16 Township: 38 Range: 17"
"886","599511","4/10/2015","118800","Quarter: SW/4 Section: 16 Township: 38 Range: 17"
"887","599511","4/10/2015","118800","Section: 16 Township: 38 Range: 17"
"888","599540","4/15/2015","297500","Quarter: NE/4 Section: 20 Township: 36 Range: 16"
"889","599547","4/15/2015","215500","Sixteenth: NE Quarter: NE Section: 18 Township: 36 Range..."
"890","599656","4/23/2015","130000","Subdivision: BARRETT TOWNSITE SUBDIVISION: BARRETT T..."
"891","599732","4/30/2015","65000","Section: 3 Township: 37 Range: 16 TR S1/2 S OF HWY 184 ..."
"892","599747","4/30/2015","240000","Subdivision: MCPHEE UNIT 1 PHASE II Lot: 19 Quarter: NE..."
"893","599838","5/6/2015","230000","Subdivision: SWENSON Lot: 2 Sixteenth: W/2 Quarter: SE/..."
"894","599909","5/8/2015","158100","Subdivision: CRITES Lot: 16 Block: 12 SUBDIVISION: C..."
"895","600017","5/14/2015","205000","Subdivision: GEORGE BAUERS (FIRST & SECOND) Lot: 1 Block..."
"896","600051","5/15/2015","175000","Section: 6 Township: 36 Range: 15 S: 6 T: 36 R: 15 T..."
